"DIRECTORIO";"HOGAR_NUMERO";"PERSONA_NUMERO";"REGION";"sexo";"estrato";"no_identifica_x_escándalos_corrupcion";"conteo_transparente_colombia"
1250815;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1250815;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1250815;1;3;"Central";"Mujer";"Estrato 1";"No";NA
1250815;1;4;"Central";"Hombre";"Estrato 1";"No";NA
1250816;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1250816;1;2;"Central";"Mujer";"Estrato 1";"Sí";"No"
1250817;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1250817;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1250817;1;3;"Central";"Mujer";"Estrato 1";"No";NA
1250818;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1250818;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1250819;1;1;"Central";"Hombre";"Estrato 1";"No";"Sí"
1250819;1;2;"Central";"Mujer";"Estrato 1";"No";"Sí"
1250819;1;3;"Central";"Hombre";"Estrato 1";"No";"No"
1250819;1;4;"Central";"Mujer";"Estrato 1";"Sí";"No"
1250819;1;7;"Central";"Hombre";"Estrato 1";"No";"Sí"
1250820;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1250822;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1250822;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1250823;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1250823;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1250824;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1250824;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1250826;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1250826;1;2;"Central";"Hombre";"Estrato 1";"No";NA
1250826;1;3;"Central";"Hombre";"Estrato 1";"No";NA
1250826;1;4;"Central";"Hombre";"Estrato 1";"Sí";NA
1250827;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1250827;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1250827;1;3;"Central";"Hombre";"Estrato 2";"No";"No"
1250827;1;4;"Central";"Hombre";"Estrato 2";"No";NA
1250827;1;5;"Central";"Mujer";"Estrato 2";"No";NA
1250828;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1250828;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1250829;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1250829;1;2;"Central";"Hombre";"Estrato 1";"No";NA
1250829;1;3;"Central";"Mujer";"Estrato 1";"Sí";NA
1250830;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1250831;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1250831;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1250832;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1250832;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1250833;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1250834;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1250834;1;2;"Central";"Mujer";"Estrato 1";"Sí";"No"
1250834;1;3;"Central";"Hombre";"Estrato 1";"No";"No"
1250835;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1250835;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1250836;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1250837;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1250838;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1250838;1;2;"Central";"Hombre";"Estrato 2";"No";"Sí"
1250839;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1250840;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1250840;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1250841;1;1;"Central";"Mujer";"Estrato 2";NA;"No"
1250841;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1250841;1;3;"Central";"Hombre";"Estrato 2";NA;"No"
1250842;1;1;"Central";"Hombre";"Estrato 2";NA;NA
1250843;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1250844;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1250845;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1250846;1;1;"Central";"Hombre";"Estrato 1";"Sí";"No"
1250847;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1250847;1;2;"Central";"Hombre";"Estrato 1";"No";"No"
1250847;1;4;"Central";"Hombre";"Estrato 1";"Sí";"No"
1250847;1;5;"Central";"Mujer";"Estrato 1";"No";"No"
1250848;1;1;"Central";"Mujer";"Estrato 2";"No";"No"
1250849;1;1;"Central";"Mujer";"Estrato 2";"No";"No"
1250849;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1250850;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1250851;1;1;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1250851;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1250852;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1250853;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1250853;1;2;"Central";"Hombre";"Estrato 1";"No";"No"
1250854;1;1;"Central";"Hombre";"Estrato 1";"Sí";"No"
1250855;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1250855;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1250856;1;1;"Central";"Hombre";"Estrato 1";"Sí";"No"
1250857;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1250857;1;2;"Central";"Hombre";"Estrato 1";NA;NA
1250857;1;3;"Central";"Mujer";"Estrato 1";"No";"No"
1250857;1;4;"Central";"Mujer";"Estrato 1";"No";NA
1250858;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1250859;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1250859;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1250859;1;4;"Central";"Mujer";"Estrato 1";"Sí";NA
1250860;1;1;"Central";"Hombre";"Estrato 1";"Sí";"No"
1250860;1;2;"Central";"Mujer";"Estrato 1";"Sí";"No"
1250860;1;3;"Central";"Mujer";"Estrato 1";"Sí";"No"
1250861;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1250862;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1250862;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1250863;1;1;"Central";"Hombre";"Estrato 1";"No";NA
1250863;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1250864;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1250865;1;1;"Central";"Mujer";"Estrato 1";NA;"No"
1250865;1;2;"Central";"Hombre";"Estrato 1";"No";NA
1250866;1;1;"Central";"Hombre";"Estrato 1";"No";NA
1250866;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1250866;1;3;"Central";"Hombre";"Estrato 1";"No";"No"
1250866;1;4;"Central";"Hombre";"Estrato 1";"No";NA
1250867;1;1;"Central";"Mujer";"Estrato 1";NA;"No"
1250868;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1250868;1;2;"Central";"Mujer";"Estrato 1";"Sí";"No"
1250869;1;1;"Central";"Mujer";"Estrato 1";NA;"Sí"
1250869;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1250869;1;3;"Central";"Mujer";"Estrato 1";"No";"No"
1250870;1;1;"Central";"Mujer";"Estrato 1";"No";"Sí"
1250870;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1251420;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251421;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251422;1;1;"Central";"Hombre";"Estrato 1";"No";"Sí"
1251422;1;2;"Central";"Mujer";"Estrato 1";"No";"Sí"
1251423;1;1;"Central";"Hombre";"Estrato 1";"No";"Sí"
1251423;1;4;"Central";"Mujer";"Estrato 1";"No";"Sí"
1251424;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251425;1;1;"Central";"Hombre";"Estrato 1";"No";"Sí"
1251425;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1251426;1;1;"Central";"Mujer";"Estrato 1";"No";"Sí"
1251426;1;2;"Central";"Hombre";"Estrato 1";"No";"Sí"
1251427;1;1;"Central";"Hombre";"Estrato 1";"No";"Sí"
1251428;1;1;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1251428;1;2;"Central";"Hombre";"Estrato 1";"No";"Sí"
1251429;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251429;1;2;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251430;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251431;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1251432;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1251433;1;1;"Central";"Mujer";"Estrato 1";"No";"Sí"
1251434;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251434;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251435;1;1;"Central";"Mujer";"Estrato 1";"No";"Sí"
1251436;1;1;"Central";"Mujer";"Estrato 1";NA;"Sí"
1251436;1;2;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251437;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1251437;1;2;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251437;1;3;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251438;1;1;"Central";"Hombre";"Estrato 1";NA;NA
1251438;1;2;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251438;1;3;"Central";"Mujer";"Estrato 1";"No";NA
1251439;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251439;1;2;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251440;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251440;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251443;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251443;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251444;1;1;"Central";"Hombre";NA;"Sí";"No"
1251445;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251445;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251446;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251446;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1251447;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251448;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251449;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251450;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1251451;1;1;"Central";"Mujer";"Estrato 2";NA;"Sí"
1251451;1;2;"Central";"Mujer";"Estrato 2";NA;"Sí"
1251451;1;3;"Central";"Mujer";"Estrato 2";"No";NA
1251452;1;1;"Central";"Mujer";"Ilegal - pirata";"No";"No"
1251453;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251453;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1251453;1;3;"Central";"Hombre";"Estrato 1";"No";NA
1251454;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251454;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251455;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251456;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251457;1;1;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1251457;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1251458;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1251459;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1251460;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251460;1;2;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251461;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251462;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251462;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251463;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251463;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251463;1;3;"Central";"Hombre";"Estrato 2";"No";"No"
1251463;1;4;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251464;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251464;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251464;1;3;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251464;1;4;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251465;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251465;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251465;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251466;1;1;"Central";"Mujer";"Ilegal - pirata";"Sí";"No"
1251466;1;2;"Central";"Mujer";"Ilegal - pirata";"Sí";"No"
1251467;1;1;"Central";"Hombre";"Ilegal - pirata";"Sí";"No"
1251467;1;2;"Central";"Mujer";"Ilegal - pirata";"Sí";"No"
1251468;1;1;"Central";"Hombre";"Ilegal - pirata";"Sí";"No"
1251468;1;2;"Central";"Mujer";"Ilegal - pirata";"Sí";"No"
1251469;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251471;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251471;1;2;"Central";"Hombre";"Estrato 1";"Sí";NA
1251471;1;3;"Central";"Mujer";"Estrato 1";"Sí";NA
1251472;1;1;"Central";"Mujer";"Estrato 2";"No";"No"
1251472;1;2;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251473;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251473;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251474;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1251475;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251475;1;2;"Central";"Hombre";"Estrato 2";"No";NA
1251475;1;3;"Central";"Mujer";"Estrato 2";"No";NA
1251476;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251477;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251477;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1251478;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251478;1;2;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251478;1;3;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1251479;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251479;1;2;"Central";"Hombre";"Estrato 2";"No";NA
1251479;1;3;"Central";"Mujer";"Estrato 2";"No";NA
1251480;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251482;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251482;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1251483;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251485;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251485;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251486;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251486;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251488;1;1;"Central";"Mujer";"Estrato 2";NA;"No"
1251488;1;2;"Central";"Hombre";"Estrato 2";"No";"No"
1251489;1;1;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251489;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251490;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251490;1;2;"Central";"Hombre";"Estrato 2";NA;NA
1251491;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251491;1;2;"Central";"Hombre";"Estrato 2";"No";NA
1251492;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251493;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251493;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251493;1;3;"Central";"Mujer";"Estrato 2";"No";NA
1251494;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1251495;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251495;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251497;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251497;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251498;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251498;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251499;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251500;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251500;1;2;"Central";"Hombre";"Estrato 2";"Sí";NA
1251501;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251501;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251502;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251502;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251503;1;1;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251504;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251504;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251505;1;1;"Central";"Mujer";"Estrato 2";"No";"No"
1251505;1;2;"Central";"Hombre";"Estrato 2";"No";"No"
1251506;1;1;"Central";"Hombre";"Estrato 2";"No";"Sí"
1251507;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251508;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1251509;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251509;1;2;"Central";"Hombre";"Estrato 2";"No";"No"
1251510;1;1;"Central";"Hombre";"Estrato 5";"No";"No"
1251513;1;1;"Central";"Hombre";"Estrato 6";NA;"No"
1251516;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1251516;1;2;"Central";"Mujer";"Estrato 3";"No";"No"
1251517;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251518;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1251518;1;2;"Central";"Mujer";"Estrato 3";"No";"No"
1251519;1;1;"Central";"Hombre";"Estrato 4";"No";"Sí"
1251520;1;1;"Central";"Hombre";"Estrato 4";NA;NA
1251520;1;2;"Central";"Mujer";"Estrato 4";"No";"Sí"
1251521;1;1;"Central";"Mujer";"Estrato 6";"Sí";NA
1251522;1;1;"Central";"Hombre";"Estrato 5";NA;"Sí"
1251522;1;2;"Central";"Mujer";"Estrato 5";"Sí";"Sí"
1251523;1;1;"Central";"Mujer";"Estrato 4";"No";"Sí"
1251524;1;1;"Central";"Mujer";"Estrato 5";"No";"No"
1251525;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251525;1;2;"Central";"Hombre";"Estrato 3";"No";"Sí"
1251526;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251526;1;2;"Central";"Mujer";"Estrato 3";"No";NA
1251526;1;3;"Central";"Mujer";"Estrato 3";"No";NA
1251527;1;1;"Central";"Hombre";"Estrato 3";"No";"Sí"
1251528;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1251528;1;2;"Central";"Mujer";"Estrato 3";"No";"No"
1251529;1;1;"Central";"Mujer";"Estrato 2";"No";"No"
1251530;1;1;"Central";"Hombre";"Estrato 4";"Sí";NA
1251530;1;2;"Central";"Mujer";"Estrato 4";"No";"Sí"
1251532;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251532;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251532;1;3;"Central";"Mujer";"Estrato 3";"Sí";NA
1251533;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251534;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251534;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251534;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251535;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251538;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251538;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251539;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251539;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1251539;1;3;"Central";"Mujer";"Estrato 1";"Sí";NA
1251539;2;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251539;2;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1251539;2;3;"Central";"Mujer";"Estrato 1";"Sí";NA
1251540;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251541;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251542;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251542;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1251542;1;3;"Central";"Mujer";"Estrato 1";"Sí";NA
1251543;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251543;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251543;1;3;"Central";"Hombre";"Estrato 2";"Sí";NA
1251544;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251544;1;2;"Central";"Hombre";"Estrato 2";"Sí";NA
1251545;1;1;"Central";"Hombre";"Estrato 3";"Sí";NA
1251546;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251546;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251547;1;1;"Central";"Hombre";"Estrato 3";"Sí";NA
1251547;1;2;"Central";"Mujer";"Estrato 3";"Sí";NA
1251548;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251548;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1251548;1;3;"Central";"Hombre";"Estrato 1";"Sí";NA
1251548;1;4;"Central";"Mujer";"Estrato 1";"Sí";NA
1251548;1;5;"Central";"Hombre";"Estrato 1";"No";NA
1251549;1;1;"Central";"Hombre";"Estrato 1";"Sí";NA
1251550;1;1;"Central";"Hombre";"Estrato 1";"No";NA
1251551;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1251551;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251552;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251552;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251552;1;3;"Central";"Mujer";"Estrato 2";"Sí";NA
1251553;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251553;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251553;1;3;"Central";"Mujer";"Estrato 2";"Sí";NA
1251553;1;4;"Central";"Mujer";"Estrato 2";"No";NA
1251554;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251554;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251555;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251556;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251556;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251558;1;1;"Central";"Hombre";"Estrato 3";NA;"Sí"
1251558;1;2;"Central";"Hombre";"Estrato 3";NA;"Sí"
1251559;1;1;"Central";"Hombre";"Estrato 5";"Sí";NA
1251559;1;2;"Central";"Mujer";"Estrato 5";"Sí";"Sí"
1251559;1;3;"Central";"Mujer";"Estrato 5";NA;"Sí"
1251559;1;4;"Central";"Mujer";"Estrato 5";"Sí";NA
1251560;1;1;"Central";"Hombre";"Estrato 5";"No";"Sí"
1251560;1;2;"Central";"Mujer";"Estrato 5";"No";"Sí"
1251561;1;1;"Central";"Hombre";"Estrato 5";"No";"Sí"
1251562;1;1;"Central";"Mujer";"Estrato 5";"No";"Sí"
1251564;1;1;"Central";"Mujer";"Estrato 2";NA;"Sí"
1251564;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251564;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251565;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1251565;1;2;"Central";"Hombre";"Estrato 2";"Sí";NA
1251565;1;3;"Central";"Hombre";"Estrato 2";"No";NA
1251566;1;1;"Central";"Hombre";"Estrato 2";NA;"Sí"
1251566;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251567;1;1;"Central";"Hombre";"Estrato 2";NA;NA
1251569;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251570;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1251571;1;1;"Central";"Hombre";"Estrato 1";"Sí";"Sí"
1251571;1;2;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1251572;1;1;"Central";"Hombre";"Estrato 3";"No";NA
1251573;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251573;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1251574;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251574;1;2;"Central";"Mujer";"Estrato 3";"Sí";NA
1251574;1;3;"Central";"Mujer";"Estrato 3";"Sí";NA
1251574;1;4;"Central";"Mujer";"Estrato 3";"Sí";NA
1251574;1;5;"Central";"Hombre";"Estrato 3";"Sí";NA
1251574;1;6;"Central";"Mujer";"Estrato 3";"Sí";NA
1251574;1;7;"Central";"Mujer";"Estrato 3";"Sí";NA
1251574;1;9;"Central";"Mujer";"Estrato 3";"No";NA
1251575;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1251575;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251576;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251576;1;2;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1251577;1;1;"Central";"Mujer";"Estrato 3";NA;"Sí"
1251577;1;2;"Central";"Hombre";"Estrato 3";"No";"Sí"
1251577;1;3;"Central";"Mujer";"Estrato 3";NA;"Sí"
1251578;1;1;"Central";"Hombre";"Estrato 3";"No";NA
1251578;1;2;"Central";"Mujer";"Estrato 3";"No";NA
1251580;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251580;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251580;1;3;"Central";"Hombre";"Estrato 3";"Sí";"No"
1251580;1;4;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251580;1;6;"Central";"Mujer";"Estrato 3";"Sí";NA
1251581;1;1;"Central";"Hombre";"Estrato 3";"Sí";"Sí"
1251581;1;2;"Central";"Mujer";"Estrato 3";"Sí";NA
1251582;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1251582;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1251583;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251584;1;1;"Central";"Mujer";"Estrato 3";"Sí";NA
1251584;1;2;"Central";"Hombre";"Estrato 3";"Sí";NA
1251584;1;3;"Central";"Hombre";"Estrato 3";"Sí";NA
1251584;1;4;"Central";"Mujer";"Estrato 3";"Sí";NA
1251585;1;1;"Central";"Hombre";"Estrato 3";"No";NA
1251585;1;2;"Central";"Mujer";"Estrato 3";"Sí";NA
1251585;1;3;"Central";"Mujer";"Estrato 3";"Sí";NA
1251586;1;1;"Central";"Hombre";"Estrato 3";"Sí";NA
1251586;1;2;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251586;1;3;"Central";"Hombre";"Estrato 3";"Sí";NA
1251588;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1251589;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
1251589;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251589;1;3;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1251589;1;4;"Central";"Mujer";"Estrato 2";"Sí";"No"
1251590;1;1;"Central";"Mujer";"Estrato 3";"Sí";"Sí"
1251591;1;1;"Central";"Hombre";"Estrato 3";"Sí";NA
1251591;1;2;"Central";"Mujer";"Estrato 3";"Sí";NA
1251592;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
